c2;c3;NameAuto;c4;c4o;c5;c5m;c6;c6a;c7;c8;c8_o;ListVehicles;PARENT_KEY;KEY;Fexp
1;E;Motocicleta;1;;;;2;8;2019;1;;Vehículo No. 1: Motocicleta (2019);uuid:295a7e70-aab6-4a94-ab72-f0916be2bc1d;uuid:295a7e70-aab6-4a94-ab72-f0916be2bc1d/accepted/C/C.1/vehicles[1];1,85
1;A;Automóvil;1;;1;11001;2;1;9999;1;;Vehículo No. 1: Automóvil (9999);uuid:05e51a8a-6b5a-4092-8257-772e8fa4d5b3;uuid:05e51a8a-6b5a-4092-8257-772e8fa4d5b3/accepted/C/C.1/vehicles[1];109,46
1;A;Automóvil;1;;2;68307;2;1;2016;1;;Vehículo No. 1: Automóvil (2016);uuid:eb14933b-395a-4656-8796-9063a1337ba3;uuid:eb14933b-395a-4656-8796-9063a1337ba3/accepted/C/C.1/vehicles[1];180,63
1;B;Campero/Camioneta;4;;1;11001;2;1;2018;1;;Vehículo No. 1: Campero/Camioneta (2018);uuid:0be21c1b-7ac6-4dd9-adcc-f7c90473a1b3;uuid:0be21c1b-7ac6-4dd9-adcc-f7c90473a1b3/accepted/C/C.1/vehicles[1];2,02
1;I;Camión;2;;1;25899;1;7;2013;1;;Vehículo No. 1: Camión (2013);uuid:04908750-4a44-4548-bf0f-03b47657c329;uuid:04908750-4a44-4548-bf0f-03b47657c329/accepted/C/C.1/vehicles[1];64,76
1;A;Automóvil;2;;1;25754;2;1;1970;1;;Vehículo No. 1: Automóvil (1970);uuid:f686ee8f-4ce9-416b-9949-6e3e1ccde912;uuid:f686ee8f-4ce9-416b-9949-6e3e1ccde912/accepted/C/C.1/vehicles[1];62,57
1;A;Automóvil;1;;1;11001;2;1;9999;1;;Vehículo No. 1: Automóvil (9999);uuid:d22afe4b-3882-44eb-8585-f695f0ba42ce;uuid:d22afe4b-3882-44eb-8585-f695f0ba42ce/accepted/C/C.1/vehicles[1];168,92
1;E;Motocicleta;1;;;;2;8;2015;1;;Vehículo No. 1: Motocicleta (2015);uuid:886102fd-faef-4a89-8cd1-c499a0dd4159;uuid:886102fd-faef-4a89-8cd1-c499a0dd4159/accepted/C/C.1/vehicles[1];63,93
2;E;Motocicleta;1;;;;2;8;2020;1;;Vehículo No. 2: Motocicleta (2020);uuid:886102fd-faef-4a89-8cd1-c499a0dd4159;uuid:886102fd-faef-4a89-8cd1-c499a0dd4159/accepted/C/C.1/vehicles[2];63,93
3;E;Motocicleta;1;;;;2;8;2020;1;;Vehículo No. 3: Motocicleta (2020);uuid:886102fd-faef-4a89-8cd1-c499a0dd4159;uuid:886102fd-faef-4a89-8cd1-c499a0dd4159/accepted/C/C.1/vehicles[3];63,93
1;A;Automóvil;1;;1;11001;2;1;2016;1;;Vehículo No. 1: Automóvil (2016);uuid:feb94dc7-cc4e-4ceb-969b-19327b4a0922;uuid:feb94dc7-cc4e-4ceb-969b-19327b4a0922/accepted/C/C.1/vehicles[1];74,50
1;A;Automóvil;1;;2;17433;2;1;2003;1;;Vehículo No. 1: Automóvil (2003);uuid:c6026053-6d0f-409c-8c83-2080016bfbe9;uuid:c6026053-6d0f-409c-8c83-2080016bfbe9/accepted/C/C.1/vehicles[1];54,19
1;E;Motocicleta;1;;;;2;8;2010;2;;Vehículo No. 1: Motocicleta (2010);uuid:4c84fc52-7445-4ae0-8f5b-c15195e7103e;uuid:4c84fc52-7445-4ae0-8f5b-c15195e7103e/accepted/C/C.1/vehicles[1];63,79
1;E;Motocicleta;1;;;;2;8;9999;1;;Vehículo No. 1: Motocicleta (9999);uuid:f50d5234-8f12-46be-8c6f-f8c64a431729;uuid:f50d5234-8f12-46be-8c6f-f8c64a431729/accepted/C/C.1/vehicles[1];1,91
1;A;Automóvil;1;;1;11001;2;1;2020;1;;Vehículo No. 1: Automóvil (2020);uuid:1de72182-139b-4d52-8da7-752030849c09;uuid:1de72182-139b-4d52-8da7-752030849c09/accepted/C/C.1/vehicles[1];122,86
1;A;Automóvil;1;;1;11001;2;1;2010;1;;Vehículo No. 1: Automóvil (2010);uuid:03d1255d-669b-4548-89e2-e75d46e43d7c;uuid:03d1255d-669b-4548-89e2-e75d46e43d7c/accepted/C/C.1/vehicles[1];137,47
1;E;Motocicleta;1;;;;2;8;2013;1;;Vehículo No. 1: Motocicleta (2013);uuid:1ca5a914-dbec-4707-86cf-474d0943670a;uuid:1ca5a914-dbec-4707-86cf-474d0943670a/accepted/C/C.1/vehicles[1];179,81
1;E;Motocicleta;1;;;;2;8;2013;1;;Vehículo No. 1: Motocicleta (2013);uuid:6b9271ff-18d0-46f7-8eaa-22262d303b9a;uuid:6b9271ff-18d0-46f7-8eaa-22262d303b9a/accepted/C/C.1/vehicles[1];64,59
1;E;Motocicleta;1;;;;2;8;2023;1;;Vehículo No. 1: Motocicleta (2023);uuid:73281e6f-6d68-46ac-a933-b46c17a20ec5;uuid:73281e6f-6d68-46ac-a933-b46c17a20ec5/accepted/C/C.1/vehicles[1];63,76
1;A;Automóvil;1;;1;11001;2;5;2007;1;;Vehículo No. 1: Automóvil (2007);uuid:659f1f44-366b-4b4a-8a90-f4f1155950c7;uuid:659f1f44-366b-4b4a-8a90-f4f1155950c7/accepted/C/C.1/vehicles[1];116,72
2;A;Automóvil;1;;1;11001;2;5;2014;1;;Vehículo No. 2: Automóvil (2014);uuid:659f1f44-366b-4b4a-8a90-f4f1155950c7;uuid:659f1f44-366b-4b4a-8a90-f4f1155950c7/accepted/C/C.1/vehicles[2];116,72
1;E;Motocicleta;1;;;;2;8;2018;1;;Vehículo No. 1: Motocicleta (2018);uuid:06d4d1c1-faa3-457b-a890-dec1161d55c2;uuid:06d4d1c1-faa3-457b-a890-dec1161d55c2/accepted/C/C.1/vehicles[1];2,07
1;A;Automóvil;1;;1;11001;2;1;9999;5;;Vehículo No. 1: Automóvil (9999);uuid:7b4b1cd4-8ad8-41c6-8c5f-90e8d01be4f9;uuid:7b4b1cd4-8ad8-41c6-8c5f-90e8d01be4f9/accepted/C/C.1/vehicles[1];230,30
1;A;Automóvil;1;;1;11001;2;1;2012;1;;Vehículo No. 1: Automóvil (2012);uuid:37c9c90a-9ead-42d9-a52a-7bc179990699;uuid:37c9c90a-9ead-42d9-a52a-7bc179990699/accepted/C/C.1/vehicles[1];2,05
1;E;Motocicleta;1;;;;2;8;2022;1;;Vehículo No. 1: Motocicleta (2022);uuid:29a9235f-be8a-4f72-bdeb-59ab330e23d1;uuid:29a9235f-be8a-4f72-bdeb-59ab330e23d1/accepted/C/C.1/vehicles[1];152,38
2;A;Automóvil;1;;1;11001;2;1;2020;1;;Vehículo No. 2: Automóvil (2020);uuid:29a9235f-be8a-4f72-bdeb-59ab330e23d1;uuid:29a9235f-be8a-4f72-bdeb-59ab330e23d1/accepted/C/C.1/vehicles[2];152,38
1;A;Automóvil;1;;1;11001;1;1;2013;1;;Vehículo No. 1: Automóvil (2013);uuid:18ae7f81-f41d-4f55-b3a7-69ee215aa3be;uuid:18ae7f81-f41d-4f55-b3a7-69ee215aa3be/accepted/C/C.1/vehicles[1];62,97
2;A;Automóvil;4;;1;11001;2;1;2002;1;;Vehículo No. 2: Automóvil (2002);uuid:18ae7f81-f41d-4f55-b3a7-69ee215aa3be;uuid:18ae7f81-f41d-4f55-b3a7-69ee215aa3be/accepted/C/C.1/vehicles[2];62,97
1;B;Campero/Camioneta;1;;1;11001;2;1;2022;1;;Vehículo No. 1: Campero/Camioneta (2022);uuid:27c43962-f891-4000-858f-b404c7cbe157;uuid:27c43962-f891-4000-858f-b404c7cbe157/accepted/C/C.1/vehicles[1];57,11
1;A;Automóvil;1;;1;11001;2;1;2015;1;;Vehículo No. 1: Automóvil (2015);uuid:75e79fcf-202b-442b-a570-9c17799a696b;uuid:75e79fcf-202b-442b-a570-9c17799a696b/accepted/C/C.1/vehicles[1];57,15
2;A;Automóvil;1;;1;11001;2;1;2005;1;;Vehículo No. 2: Automóvil (2005);uuid:75e79fcf-202b-442b-a570-9c17799a696b;uuid:75e79fcf-202b-442b-a570-9c17799a696b/accepted/C/C.1/vehicles[2];57,15
1;A;Automóvil;1;;1;11001;2;1;2014;1;;Vehículo No. 1: Automóvil (2014);uuid:9ec77afb-95c2-4c7d-984f-b92ce83029cd;uuid:9ec77afb-95c2-4c7d-984f-b92ce83029cd/accepted/C/C.1/vehicles[1];52,74
1;A;Automóvil;1;;1;11001;2;1;2016;1;;Vehículo No. 1: Automóvil (2016);uuid:67483e91-890d-4888-a976-af75b412d263;uuid:67483e91-890d-4888-a976-af75b412d263/accepted/C/C.1/vehicles[1];140,13
1;A;Automóvil;6;;1;11001;2;3;2021;1;;Vehículo No. 1: Automóvil (2021);uuid:db12e8a8-a662-4b86-9586-b54d5164e54d;uuid:db12e8a8-a662-4b86-9586-b54d5164e54d/accepted/C/C.1/vehicles[1];49,03
1;A;Automóvil;1;;1;11001;2;1;2022;1;;Vehículo No. 1: Automóvil (2022);uuid:79b42552-a5f1-4530-aa69-470b9d6058d1;uuid:79b42552-a5f1-4530-aa69-470b9d6058d1/accepted/C/C.1/vehicles[1];48,13
1;B;Campero/Camioneta;1;;1;11001;2;1;2007;1;;Vehículo No. 1: Campero/Camioneta (2007);uuid:0a87de16-4657-4b75-a17c-f7895ab88e6a;uuid:0a87de16-4657-4b75-a17c-f7895ab88e6a/accepted/C/C.1/vehicles[1];1,91
1;A;Automóvil;1;;1;11001;2;1;2015;1;;Vehículo No. 1: Automóvil (2015);uuid:ca341aea-252b-4652-a4e2-a386b37f8688;uuid:ca341aea-252b-4652-a4e2-a386b37f8688/accepted/C/C.1/vehicles[1];116,72
1;A;Automóvil;1;;1;11001;2;6;2014;1;;Vehículo No. 1: Automóvil (2014);uuid:07a35e36-e7c1-4483-8db7-caf54d62574f;uuid:07a35e36-e7c1-4483-8db7-caf54d62574f/accepted/C/C.1/vehicles[1];144,52
2;A;Automóvil;1;;2;76001;2;1;1989;1;;Vehículo No. 2: Automóvil (1989);uuid:07a35e36-e7c1-4483-8db7-caf54d62574f;uuid:07a35e36-e7c1-4483-8db7-caf54d62574f/accepted/C/C.1/vehicles[2];144,52
1;A;Automóvil;1;;1;11001;2;1;2022;1;;Vehículo No. 1: Automóvil (2022);uuid:17e8c23f-3c29-43e9-90d0-4a8dfcb68632;uuid:17e8c23f-3c29-43e9-90d0-4a8dfcb68632/accepted/C/C.1/vehicles[1];107,63
1;A;Automóvil;1;;1;11001;2;1;2005;1;;Vehículo No. 1: Automóvil (2005);uuid:28f681d9-8ea7-4ce7-9af8-8d056b4d73de;uuid:28f681d9-8ea7-4ce7-9af8-8d056b4d73de/accepted/C/C.1/vehicles[1];132,88
1;A;Automóvil;1;;1;11001;2;1;1998;1;;Vehículo No. 1: Automóvil (1998);uuid:78cf4b30-cbe8-410b-8a1b-7f725f7eb703;uuid:78cf4b30-cbe8-410b-8a1b-7f725f7eb703/accepted/C/C.1/vehicles[1];1,90
2;E;Motocicleta;1;;;;2;8;2020;1;;Vehículo No. 2: Motocicleta (2020);uuid:78cf4b30-cbe8-410b-8a1b-7f725f7eb703;uuid:78cf4b30-cbe8-410b-8a1b-7f725f7eb703/accepted/C/C.1/vehicles[2];1,90
3;E;Motocicleta;1;;;;2;8;2022;1;;Vehículo No. 3: Motocicleta (2022);uuid:78cf4b30-cbe8-410b-8a1b-7f725f7eb703;uuid:78cf4b30-cbe8-410b-8a1b-7f725f7eb703/accepted/C/C.1/vehicles[3];1,90
1;A;Automóvil;1;;1;11001;2;1;2021;1;;Vehículo No. 1: Automóvil (2021);uuid:cb436e53-9260-49ca-bcd2-d468a17029e9;uuid:cb436e53-9260-49ca-bcd2-d468a17029e9/accepted/C/C.1/vehicles[1];183,26
1;E;Motocicleta;1;;;;2;8;2019;1;;Vehículo No. 1: Motocicleta (2019);uuid:c6f921cb-0e4d-41b3-bd4c-17fc4baa545a;uuid:c6f921cb-0e4d-41b3-bd4c-17fc4baa545a/accepted/C/C.1/vehicles[1];195,90
1;A;Automóvil;1;;1;11001;2;1;2013;1;;Vehículo No. 1: Automóvil (2013);uuid:9b6d89fb-c6cd-41a4-994c-a4ed9a1cd5e1;uuid:9b6d89fb-c6cd-41a4-994c-a4ed9a1cd5e1/accepted/C/C.1/vehicles[1];178,96
2;A;Automóvil;1;;1;11001;2;1;2009;1;;Vehículo No. 2: Automóvil (2009);uuid:9b6d89fb-c6cd-41a4-994c-a4ed9a1cd5e1;uuid:9b6d89fb-c6cd-41a4-994c-a4ed9a1cd5e1/accepted/C/C.1/vehicles[2];178,96
1;B;Campero/Camioneta;1;;1;11001;2;1;2013;1;;Vehículo No. 1: Campero/Camioneta (2013);uuid:40cb9167-dae3-4d8d-b3d4-2264166b08f4;uuid:40cb9167-dae3-4d8d-b3d4-2264166b08f4/accepted/C/C.1/vehicles[1];48,76
1;A;Automóvil;1;;2;25473;2;1;2015;1;;Vehículo No. 1: Automóvil (2015);uuid:b4c2b3ce-f0cf-4c6c-8184-66bacde19fdd;uuid:b4c2b3ce-f0cf-4c6c-8184-66bacde19fdd/accepted/C/C.1/vehicles[1];127,52
1;A;Automóvil;1;;1;11001;2;1;2015;1;;Vehículo No. 1: Automóvil (2015);uuid:39da2f71-aace-4272-81a7-4b4c3c5b9df9;uuid:39da2f71-aace-4272-81a7-4b4c3c5b9df9/accepted/C/C.1/vehicles[1];201,34
1;A;Automóvil;1;;1;11001;2;1;2018;1;;Vehículo No. 1: Automóvil (2018);uuid:79b5c7a0-e61a-48b1-91a3-80bb27569430;uuid:79b5c7a0-e61a-48b1-91a3-80bb27569430/accepted/C/C.1/vehicles[1];56,98
1;A;Automóvil;1;;1;11001;2;1;2012;1;;Vehículo No. 1: Automóvil (2012);uuid:f92ff527-1ad9-4f9c-bebb-a0fef09d3523;uuid:f92ff527-1ad9-4f9c-bebb-a0fef09d3523/accepted/C/C.1/vehicles[1];187,13
2;A;Automóvil;1;;1;11001;2;1;2018;1;;Vehículo No. 2: Automóvil (2018);uuid:f92ff527-1ad9-4f9c-bebb-a0fef09d3523;uuid:f92ff527-1ad9-4f9c-bebb-a0fef09d3523/accepted/C/C.1/vehicles[2];187,13
3;E;Motocicleta;1;;;;2;8;2023;1;;Vehículo No. 3: Motocicleta (2023);uuid:f92ff527-1ad9-4f9c-bebb-a0fef09d3523;uuid:f92ff527-1ad9-4f9c-bebb-a0fef09d3523/accepted/C/C.1/vehicles[3];187,13
4;E;Motocicleta;1;;;;2;8;2023;1;;Vehículo No. 4: Motocicleta (2023);uuid:f92ff527-1ad9-4f9c-bebb-a0fef09d3523;uuid:f92ff527-1ad9-4f9c-bebb-a0fef09d3523/accepted/C/C.1/vehicles[4];187,13
1;A;Automóvil;1;;1;11001;2;7;2019;1;;Vehículo No. 1: Automóvil (2019);uuid:265db83f-2b66-417c-8f1b-eeafe6e02b48;uuid:265db83f-2b66-417c-8f1b-eeafe6e02b48/accepted/C/C.1/vehicles[1];129,66
1;E;Motocicleta;1;;;;2;8;2003;1;;Vehículo No. 1: Motocicleta (2003);uuid:1ebfa7c6-2fc7-4cc3-83c6-7e3dfdb5e61b;uuid:1ebfa7c6-2fc7-4cc3-83c6-7e3dfdb5e61b/accepted/C/C.1/vehicles[1];179,58
1;B;Campero/Camioneta;1;;1;11001;2;6;1995;2;;Vehículo No. 1: Campero/Camioneta (1995);uuid:201b28f6-9907-4df2-b460-9a5cf05e8d0d;uuid:201b28f6-9907-4df2-b460-9a5cf05e8d0d/accepted/C/C.1/vehicles[1];1,60
1;A;Automóvil;1;;1;11001;2;1;9999;1;;Vehículo No. 1: Automóvil (9999);uuid:fcb29eb6-8a90-4fa8-aff3-1cb9a32e8963;uuid:fcb29eb6-8a90-4fa8-aff3-1cb9a32e8963/accepted/C/C.1/vehicles[1];50,31
1;A;Automóvil;1;;1;11001;2;1;9999;1;;Vehículo No. 1: Automóvil (9999);uuid:47dfe27c-92f3-4fab-b747-469a11ad3097;uuid:47dfe27c-92f3-4fab-b747-469a11ad3097/accepted/C/C.1/vehicles[1];50,22
1;A;Automóvil;1;;1;11001;2;1;2003;1;;Vehículo No. 1: Automóvil (2003);uuid:ae7078dd-ac0b-49c2-986e-c5385768166b;uuid:ae7078dd-ac0b-49c2-986e-c5385768166b/accepted/C/C.1/vehicles[1];118,76
2;A;Automóvil;1;;1;11001;2;1;2003;1;;Vehículo No. 2: Automóvil (2003);uuid:ae7078dd-ac0b-49c2-986e-c5385768166b;uuid:ae7078dd-ac0b-49c2-986e-c5385768166b/accepted/C/C.1/vehicles[2];118,76
1;A;Automóvil;1;;1;11001;2;1;2018;1;;Vehículo No. 1: Automóvil (2018);uuid:6cb4d79a-d5bd-439b-b4f9-888ff509477d;uuid:6cb4d79a-d5bd-439b-b4f9-888ff509477d/accepted/C/C.1/vehicles[1];28,65
1;A;Automóvil;1;;1;11001;2;1;2018;1;;Vehículo No. 1: Automóvil (2018);uuid:494fc722-053d-4c45-b852-7d57586f2dc6;uuid:494fc722-053d-4c45-b852-7d57586f2dc6/accepted/C/C.1/vehicles[1];231,88
1;A;Automóvil;1;;1;11001;2;1;2020;1;;Vehículo No. 1: Automóvil (2020);uuid:d7c9f9f8-26f3-40bb-97e0-3b1916a0a0e1;uuid:d7c9f9f8-26f3-40bb-97e0-3b1916a0a0e1/accepted/C/C.1/vehicles[1];183,26
1;A;Automóvil;1;;1;11001;2;1;2010;1;;Vehículo No. 1: Automóvil (2010);uuid:34460f83-7e7d-4b6b-9e27-73e56c270949;uuid:34460f83-7e7d-4b6b-9e27-73e56c270949/accepted/C/C.1/vehicles[1];190,00
1;A;Automóvil;6;;1;11001;2;3;2021;1;;Vehículo No. 1: Automóvil (2021);uuid:4f7322db-9410-49f9-8071-f2928a234b2d;uuid:4f7322db-9410-49f9-8071-f2928a234b2d/accepted/C/C.1/vehicles[1];116,55
2;A;Automóvil;1;;1;11001;2;1;2013;1;;Vehículo No. 2: Automóvil (2013);uuid:4f7322db-9410-49f9-8071-f2928a234b2d;uuid:4f7322db-9410-49f9-8071-f2928a234b2d/accepted/C/C.1/vehicles[2];116,55
1;B;Campero/Camioneta;1;;1;11001;2;1;1992;1;;Vehículo No. 1: Campero/Camioneta (1992);uuid:f400e513-3877-45e3-893f-865fbaf1b024;uuid:f400e513-3877-45e3-893f-865fbaf1b024/accepted/C/C.1/vehicles[1];114,34
1;A;Automóvil;1;;1;11001;2;1;2015;1;;Vehículo No. 1: Automóvil (2015);uuid:25a74f0d-fcd2-4788-b6dc-08954de40867;uuid:25a74f0d-fcd2-4788-b6dc-08954de40867/accepted/C/C.1/vehicles[1];117,59
2;B;Campero/Camioneta;1;;1;11001;2;1;2017;1;;Vehículo No. 2: Campero/Camioneta (2017);uuid:25a74f0d-fcd2-4788-b6dc-08954de40867;uuid:25a74f0d-fcd2-4788-b6dc-08954de40867/accepted/C/C.1/vehicles[2];117,59
1;A;Automóvil;1;;1;11001;2;1;2018;1;;Vehículo No. 1: Automóvil (2018);uuid:75c37ec3-0400-4059-bbb5-397d74c36e21;uuid:75c37ec3-0400-4059-bbb5-397d74c36e21/accepted/C/C.1/vehicles[1];197,67
1;B;Campero/Camioneta;1;;1;11001;2;1;9999;1;;Vehículo No. 1: Campero/Camioneta (9999);uuid:57551367-46f8-4c35-839c-b00caa025f49;uuid:57551367-46f8-4c35-839c-b00caa025f49/accepted/C/C.1/vehicles[1];31,18
1;E;Motocicleta;1;;;;2;8;2007;1;;Vehículo No. 1: Motocicleta (2007);uuid:7ba28290-ac0e-434d-a537-00973c8db1b5;uuid:7ba28290-ac0e-434d-a537-00973c8db1b5/accepted/C/C.1/vehicles[1];1,64
1;A;Automóvil;1;;2;54001;2;1;2021;1;;Vehículo No. 1: Automóvil (2021);uuid:fe759d61-4303-4007-bfb1-1b21ef559cfa;uuid:fe759d61-4303-4007-bfb1-1b21ef559cfa/accepted/C/C.1/vehicles[1];145,40
1;E;Motocicleta;1;;;;2;8;9999;1;;Vehículo No. 1: Motocicleta (9999);uuid:aa3aded2-7e9b-4b60-a447-6a9945846552;uuid:aa3aded2-7e9b-4b60-a447-6a9945846552/accepted/C/C.1/vehicles[1];29,76
2;E;Motocicleta;1;;;;2;8;9999;1;;Vehículo No. 2: Motocicleta (9999);uuid:aa3aded2-7e9b-4b60-a447-6a9945846552;uuid:aa3aded2-7e9b-4b60-a447-6a9945846552/accepted/C/C.1/vehicles[2];29,76
1;A;Automóvil;1;;1;11001;1;1;2015;1;;Vehículo No. 1: Automóvil (2015);uuid:d4f43bac-7e18-4eb1-a62b-9bdd62bd0d93;uuid:d4f43bac-7e18-4eb1-a62b-9bdd62bd0d93/accepted/C/C.1/vehicles[1];487,18
1;A;Automóvil;1;;1;11001;2;1;2021;1;;Vehículo No. 1: Automóvil (2021);uuid:43be4111-5171-488b-858b-00527a9ad5cc;uuid:43be4111-5171-488b-858b-00527a9ad5cc/accepted/C/C.1/vehicles[1];200,11
1;A;Automóvil;1;;1;11001;2;1;2008;1;;Vehículo No. 1: Automóvil (2008);uuid:23a8f64f-96a4-4a04-9807-ac7bc475f7c3;uuid:23a8f64f-96a4-4a04-9807-ac7bc475f7c3/accepted/C/C.1/vehicles[1];519,47
1;A;Automóvil;1;;1;11001;2;1;2017;1;;Vehículo No. 1: Automóvil (2017);uuid:0e40a430-340f-4f67-9ad0-f103eb13e45b;uuid:0e40a430-340f-4f67-9ad0-f103eb13e45b/accepted/C/C.1/vehicles[1];523,59
2;E;Motocicleta;1;;;;2;8;2020;1;;Vehículo No. 2: Motocicleta (2020);uuid:0e40a430-340f-4f67-9ad0-f103eb13e45b;uuid:0e40a430-340f-4f67-9ad0-f103eb13e45b/accepted/C/C.1/vehicles[2];523,59
1;A;Automóvil;1;;1;11001;2;1;2014;1;;Vehículo No. 1: Automóvil (2014);uuid:a6ebf67f-5b13-49dc-8521-24b6b25da30b;uuid:a6ebf67f-5b13-49dc-8521-24b6b25da30b/accepted/C/C.1/vehicles[1];690,26
2;E;Motocicleta;1;;;;2;8;2017;1;;Vehículo No. 2: Motocicleta (2017);uuid:a6ebf67f-5b13-49dc-8521-24b6b25da30b;uuid:a6ebf67f-5b13-49dc-8521-24b6b25da30b/accepted/C/C.1/vehicles[2];690,26
1;A;Automóvil;1;;2;68001;2;1;2018;1;;Vehículo No. 1: Automóvil (2018);uuid:65b72aac-d42c-45f3-bf5c-2364adb81c8e;uuid:65b72aac-d42c-45f3-bf5c-2364adb81c8e/accepted/C/C.1/vehicles[1];538,94
2;E;Motocicleta;1;;;;2;8;2021;1;;Vehículo No. 2: Motocicleta (2021);uuid:65b72aac-d42c-45f3-bf5c-2364adb81c8e;uuid:65b72aac-d42c-45f3-bf5c-2364adb81c8e/accepted/C/C.1/vehicles[2];538,94
1;A;Automóvil;1;;1;11001;2;1;2007;1;;Vehículo No. 1: Automóvil (2007);uuid:b8ea10df-8c41-461c-9585-2feb9f11d67f;uuid:b8ea10df-8c41-461c-9585-2feb9f11d67f/accepted/C/C.1/vehicles[1];487,18
2;E;Motocicleta;1;;;;2;8;2020;1;;Vehículo No. 2: Motocicleta (2020);uuid:b8ea10df-8c41-461c-9585-2feb9f11d67f;uuid:b8ea10df-8c41-461c-9585-2feb9f11d67f/accepted/C/C.1/vehicles[2];487,18
1;A;Automóvil;1;;1;11001;1;1;2016;1;;Vehículo No. 1: Automóvil (2016);uuid:6bb6b368-844a-49c5-9cb8-6367d6efa895;uuid:6bb6b368-844a-49c5-9cb8-6367d6efa895/accepted/C/C.1/vehicles[1];28,53
1;A;Automóvil;1;;1;11001;2;4;2015;1;;Vehículo No. 1: Automóvil (2015);uuid:f177e9d1-3237-4953-a5ad-11d7c691ed48;uuid:f177e9d1-3237-4953-a5ad-11d7c691ed48/accepted/C/C.1/vehicles[1];2,04
1;A;Automóvil;1;;1;11001;2;1;2023;1;;Vehículo No. 1: Automóvil (2023);uuid:da573f31-44ac-49c7-9aa8-c472e918efa0;uuid:da573f31-44ac-49c7-9aa8-c472e918efa0/accepted/C/C.1/vehicles[1];522,02
2;E;Motocicleta;1;;;;2;8;2020;1;;Vehículo No. 2: Motocicleta (2020);uuid:da573f31-44ac-49c7-9aa8-c472e918efa0;uuid:da573f31-44ac-49c7-9aa8-c472e918efa0/accepted/C/C.1/vehicles[2];522,02
1;A;Automóvil;1;;2;5059;2;1;2021;1;;Vehículo No. 1: Automóvil (2021);uuid:dd8ccd38-db99-4d6b-acc2-8ac799d3c0d1;uuid:dd8ccd38-db99-4d6b-acc2-8ac799d3c0d1/accepted/C/C.1/vehicles[1];522,80
2;E;Motocicleta;1;;;;2;8;2020;1;;Vehículo No. 2: Motocicleta (2020);uuid:dd8ccd38-db99-4d6b-acc2-8ac799d3c0d1;uuid:dd8ccd38-db99-4d6b-acc2-8ac799d3c0d1/accepted/C/C.1/vehicles[2];522,80
1;A;Automóvil;1;;1;11001;2;1;2021;1;;Vehículo No. 1: Automóvil (2021);uuid:51419e14-d48d-4d20-befd-b3010bcecc1e;uuid:51419e14-d48d-4d20-befd-b3010bcecc1e/accepted/C/C.1/vehicles[1];463,72
2;E;Motocicleta;1;;;;2;8;2020;1;;Vehículo No. 2: Motocicleta (2020);uuid:51419e14-d48d-4d20-befd-b3010bcecc1e;uuid:51419e14-d48d-4d20-befd-b3010bcecc1e/accepted/C/C.1/vehicles[2];463,72
1;A;Automóvil;1;;1;11001;2;1;1997;1;;Vehículo No. 1: Automóvil (1997);uuid:217a9738-37dc-4e74-bafb-bd9d3bd626d9;uuid:217a9738-37dc-4e74-bafb-bd9d3bd626d9/accepted/C/C.1/vehicles[1];50,64
2;B;Campero/Camioneta;1;;1;11001;2;1;9999;1;;Vehículo No. 2: Campero/Camioneta (9999);uuid:217a9738-37dc-4e74-bafb-bd9d3bd626d9;uuid:217a9738-37dc-4e74-bafb-bd9d3bd626d9/accepted/C/C.1/vehicles[2];50,64
3;E;Motocicleta;1;;;;2;8;9999;1;;Vehículo No. 3: Motocicleta (9999);uuid:217a9738-37dc-4e74-bafb-bd9d3bd626d9;uuid:217a9738-37dc-4e74-bafb-bd9d3bd626d9/accepted/C/C.1/vehicles[3];50,64
1;A;Automóvil;1;;1;25175;2;1;2003;1;;Vehículo No. 1: Automóvil (2003);uuid:7b4e27c8-8220-4408-a4a6-b9da43983f8a;uuid:7b4e27c8-8220-4408-a4a6-b9da43983f8a/accepted/C/C.1/vehicles[1];480,95
1;A;Automóvil;1;;1;11001;2;1;2011;1;;Vehículo No. 1: Automóvil (2011);uuid:56375c12-ca35-486d-92c0-a84b9a48d624;uuid:56375c12-ca35-486d-92c0-a84b9a48d624/accepted/C/C.1/vehicles[1];431,53
2;E;Motocicleta;1;;;;2;8;2015;1;;Vehículo No. 2: Motocicleta (2015);uuid:56375c12-ca35-486d-92c0-a84b9a48d624;uuid:56375c12-ca35-486d-92c0-a84b9a48d624/accepted/C/C.1/vehicles[2];431,53
1;E;Motocicleta;1;;;;2;8;2018;1;;Vehículo No. 1: Motocicleta (2018);uuid:e0934992-c0ab-4fff-8d12-76585312236a;uuid:e0934992-c0ab-4fff-8d12-76585312236a/accepted/C/C.1/vehicles[1];525,16
1;A;Automóvil;1;;1;11001;2;1;2013;1;;Vehículo No. 1: Automóvil (2013);uuid:79277986-c488-4214-8f11-e87ae9f8b3f3;uuid:79277986-c488-4214-8f11-e87ae9f8b3f3/accepted/C/C.1/vehicles[1];177,91
2;A;Automóvil;1;;1;11001;2;1;1979;1;;Vehículo No. 2: Automóvil (1979);uuid:79277986-c488-4214-8f11-e87ae9f8b3f3;uuid:79277986-c488-4214-8f11-e87ae9f8b3f3/accepted/C/C.1/vehicles[2];177,91
